fNo;INCDTNUNIQUE;INCDTNO;IYR;IMO;RAILROAD;RR2;INCDTNO2;RR3;INCDTNO3;GXID;YEAR;MONTH;DAY;TIMEHR;TIMEMIN;AMPM;TYPE;CARS;CARSDMG;CARSHZD;EVACUATE;DIVISION;STATION;MILEPOST;STATE;TEMP;VISIBLTY;WEATHER;TRNSPD;TYPSPD;TRNNBR;TRNDIR;TONS;TYPEQ;EQATT;TRKNAME;TRKCLAS;TRKDNSTY;TYPTRK;RRCAR1;CARNBR1;POSITON1;LOADED1;RRCAR2;CARNBR2;POSITON2;LOADED2;HEADEND1;MIDMAN1;MIDREM1;RMAN1;RREM1;HEADEND2;MIDMAN2;MIDREM2;RMAN2;RREM2;LOADF1;LOADP1;EMPTYF1;EMPTYP1;CABOOSE1;LOADF2;LOADP2;EMPTYF2;EMPTYP2;CABOOSE2;EQPDMG;TRKDMG;CAUSE;CAUSE2;CASKLDRR;CASINJRR;CASKLD;CASINJ;ACCAUSE;ACCTRK;ACCTRKCL;HIGHSPD;ACCDMG;STCNTY;TOTINJ;TOTKLD;ENGRS;FIREMEN;CONDUCTR;BRAKEMEN;ENGHR;ENGMIN;CDTRHR;CDTRMIN;JOINTCD;REGION;TYPRR;RRDIV;METHOD;NARRLEN;YEAR4;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;COUNTY;CNTYCD;ALCOHOL;DRUG;PASSTRN;SSB1;SSB2;RCL;Latitude;Longitud;SIGNAL;MOPERA;SUBDIV;PC1;PC2;PC3;PC4;PC5
631;L08232402-631;L08232402;24;8;RBMN;;;RBMN;L08232402;;24;8;23;2;55;AM;1;0;0;0;0;;PITTSTON;5.8;42;53;4;4;8;E;YJPI;2;9724;1;Y;#12 SPRING;1;;2;FURX;808502;12;Y;;;0;;3;0;0;0;0;0;0;0;0;0;68;0;0;0;0;1;0;0;0;0;2186;27846;T110;T111;0;0;0;0;T110;2;1;8;30032;42C079;0;0;1;0;1;0;10;25;10;25;1;2;3;;;144;2024;0;0;0;0;0;0;LUZERNE;79;0;0;N;3740;1;0;41.357835;-75.804346;2;5;LEHIGH;-0.445600544;2.341838239;-0.715747823;-0.125894026;1.914180635
632;220230-632;220230;24;8;CSX;;;XCRR;INDUSTRY;;24;8;29;11;44;PM;4;0;0;0;0;;ALIQUIPPA;19;42;71;4;1;0;E;L109;4;66;1;Y;ALIQUIPPA WEST LEAD;1;0;4;PMRX;75239;3;Y;;;0;N;2;0;0;0;0;0;0;0;0;0;2;0;8;0;0;1;0;0;0;0;19264;76;H307;;0;0;0;0;H307;4;1;4;76541;42C007;0;0;1;0;2;0;4;44;9;28;1;2;1;;;441;2024;0;0;0;0;0;0;BEAVER;7;0;0;N;600;1;0;40.617087;-80.242336;2;5;PITTSBURGH;-0.581497064;-0.70487152;-0.412036443;-0.197223677;1.723929552
633;SEPA072124-633;SEPA072124;24;7;SEPA;;;SEPA;SEPA072124;;24;7;21;7;30;PM;1;0;0;0;0;;PHILADELPHIA;5.1;42;85;2;1;5;E;330;1;0;D;Y;TRACK 8;1;;2;MU;828;9;N;MU;828;9;N;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;26550;33359;E46C;T314;0;0;0;0;E46C;2;1;5;59909;42C101;0;0;1;0;1;0;5;30;5;30;1;2;3;;;960;2024;0;0;0;0;0;0;PHILADELPHIA;101;;;N;765;2;0;40.01827;-75.163041;2;5;SYSTEM;-0.493370895;-0.858932564;-0.212351172;-0.20736036;1.135510217
634;SEPA011724-634;SEPA011724;24;1;SEPA;;;SEPA;SEPA011724;;24;1;17;7;0;AM;9;0;0;0;187;;PHILADELPHIA;3.6;42;20;1;1;60;E;2303;2;0;D;Y;TRACK 1;3;1409;1;MU;714;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;16300;10531;M404;;0;0;0;0;M404;1;3;60;26831;42C101;0;0;1;0;1;0;1;12;1;12;1;2;3;;;713;2024;0;0;0;0;0;0;PHILADELPHIA;101;;;Y;425;1;0;39.99932;-75.158929;1;1;SYSTEM;1.886039719;-0.1863438;4.337766708;-1.781671219;-1.407386373
635;NBER050224-635;NBER050224;24;5;NBER;NBER;NBER050224;NBER;NBER050224;506261B;24;5;2;9;30;AM;7;3;0;0;0;;PORT MATILDA;17.22;42;70;3;1;40;R;NBER;3;473;1;N;NBER MAIN;3;2.382;1;NSHR;2004;1;N;;;0;;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;12335;1622;M302;M302;0;0;0;0;M302;1;3;40;13957;42C027;0;0;1;0;1;0;3;30;3;30;1;2;3;;;91;2024;0;0;0;0;0;0;CENTRE;27;;;N;343;2;0;40.833292;-78.00767;2;4;SYSTEM;0.712245736;-0.25526136;2.000805551;-0.950181003;-0.310614012
636;R11302401-636;R11302401;24;11;RBMN;;;NS;158631;;24;11;30;2;35;AM;1;0;0;0;0;;READING;60.6;42;23;4;1;8;E;YJNR;3;8062;1;Y;CT16;1;;2;GACX;79903;55;Y;;;0;;3;0;0;0;0;0;0;0;0;0;66;0;6;0;0;3;0;0;0;0;0;0;T221;;0;0;0;0;T221;2;1;8;33250;42C011;0;0;1;0;1;0;4;35;4;35;1;2;3;;;192;2024;0;0;0;0;0;0;BERKS;11;0;0;N;4579;1;0;40.345503;-75.923143;2;5;POTTSVILLE BRANCH;-0.608239672;1.598604605;-0.907437104;0.262137235;-0.408305227
637;158631-637;158631;24;11;NS;RBMN;R11302401;NS;158631;;24;11;30;2;35;AM;1;0;0;0;0;;READING;59;42;23;4;1;0;E;;;0;;;CT16;1;;2;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33250;T221;;0;0;0;0;T221;2;1;8;33250;42C011;0;0;0;0;0;0;0;;0;;2;2;1;;;371;2024;0;0;0;0;0;0;BERKS;11;;;N;8080;;;40.345503;-75.923143;2;5;POTTSVILLE BR.;-0.661799509;-1.943086963;-0.342778814;0.11229153;-0.677918856
638;182127-638;182127;24;9;ATK;;;ATK;182127;;24;9;15;8;10;AM;13;0;0;0;0;;THORNDALE;36;42;66;2;1;15;E;660;3;0;2;Y;MAIN TRACK;6;0;1;AMT;605;1;N;AMT;605;1;N;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;17315;0;E78L;;0;0;0;0;E78L;1;6;15;17315;42C029;0;0;1;0;1;1;1;35;1;35;1;2;6;;;318;2024;0;0;0;0;0;0;CHESTER;29;;;Y;495;1;0;39.990848;-75.775625;1;1;PH (HARRISBURG) LINE;0.293696777;-1.377138345;1.489109349;-0.687894266;-0.541723118
639;158578-639;158578;24;11;NS;;;NS;158578;;24;11;23;12;34;AM;1;26;0;0;0;;WEST FAIRVIEW;EP070.;42;34;4;2;4;R;36AC;3;11415;1;Y;RTW09;1;;2;CSYX;13002;13;Y;;;0;;2;0;1;0;0;0;0;0;0;0;114;0;1;0;0;5;0;0;0;0;8135;4500;T110;T111;0;0;0;0;T110;2;1;4;12635;42C041;0;0;1;0;1;0;10;47;10;47;1;2;1;;;108;2024;0;0;0;0;0;0;CUMBERLAND;41;;;Y;9819;1;;40.279833;-76.922472;2;5;PORT ROAD BR.;-0.67014978;3.428077465;-1.365159949;0.199662068;1.444513607
640;178779-640;178779;24;3;ATK;;;ATK;178779;;24;3;7;11;52;PM;13;0;0;0;0;;THORNDALE;35;42;46;4;1;5;E;KP71;3;0;4;Y;MAIN TRACK 4;6;0;1;AMT;716;1;N;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12943;H702;H607;0;0;0;0;H702;1;6;5;12943;42C029;0;0;1;0;1;0;4;52;4;52;1;2;6;;;106;2024;0;0;0;0;0;0;CHESTER;29;;;N;67;2;0;39.993602;-75.757298;1;1;STATE SUPPORTED SERV;-0.499894842;-1.126095709;-0.173623203;-0.174383748;0.792134504
641;180505-641;180505;24;5;ATK;;;ATK;180505;;24;5;31;10;0;AM;1;0;0;0;0;;MIDDLETOWN;93;42;71;2;1;5;E;TCA;3;0;A;Y;MAIN TRACK 2;4;11.4;1;TCA;11516;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;23000;T199;;0;0;0;0;T199;1;4;5;46000;42C043;0;0;1;0;0;0;4;1;0;;1;2;6;;;370;2024;0;0;0;0;0;0;DAUPHIN;43;;;N;;1;0;40.17007;-76.718787;1;1;PH (HARRISBURG) LINE;-0.546812969;-1.494517421;-0.197400676;-0.063436741;0.067329871
642;158406-642;158406;24;11;NS;;;NS;158406;;24;11;4;8;30;PM;12;0;0;0;0;;CONWAY;PC023.;42;62;4;2;0;E;NOTR;4;0;7;Y;1 PULLOUT;1;;2;SHQX;2383;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;52819;0;M411;;0;0;0;0;M411;2;1;0;55254;42C007;0;0;0;0;1;0;0;;3;;1;2;1;;;206;2024;0;0;0;0;0;0;BEAVER;7;;;Y;300;1;3;40.672362;-80.251826;2;5;KEYSTONE;-0.714279697;-1.695526869;-0.481059588;0.071823279;-0.058574667
643;222369-643;222369;24;12;CSX;;;CSX;222369;;24;12;30;10;17;PM;13;0;0;0;0;;NORTH VERSAILLES;317;42;48;4;2;5;E;M332;4;13954;1;Y;SIDING CROSSOVER;1;0;2;NATX;400244;79;N;;;0;;1;0;1;0;0;0;0;0;0;0;90;0;69;0;0;1;0;5;0;0;31201;5225;H702;;0;0;0;0;H702;2;1;5;36426;42C003;0;0;1;0;1;0;15;35;15;35;1;2;1;;;535;2024;0;0;0;0;0;0;ALLEGHENY;3;0;0;N;9943;1;0;40.386139;-79.846696;2;5;PITTSBURGH;-0.608913032;4.676138728;-1.476892688;-0.011067128;3.229442403
644;221867-644;221867;24;11;CSX;;;CSX;221867;524027H;24;11;25;9;37;PM;7;0;0;0;0;;NORTH EAST;72.6;42;48;4;2;52;E;M364;3;8994;1;Y;#2 MAIN TRACK;4;87.4;1;CSXT;523;1;N;;;0;;2;0;0;0;0;0;0;0;0;0;86;0;33;0;0;0;0;0;0;0;5909;9664;M302;;0;0;0;0;M302;1;4;52;15573;42C049;0;0;1;0;1;0;5;9;5;9;1;2;1;;;195;2024;0;0;0;0;0;0;ERIE;49;;;N;9358;2;0;42.212136;-79.831575;1;1;ERIE WEST;1.009314757;2.867613234;1.983233639;-0.887288245;-0.926553487
645;SEPA120524-645;SEPA120524;24;12;SEPA;;;SEPA;SEPA120524;;24;12;5;2;44;PM;13;0;0;0;0;;PHILADELPHIA;3.5;42;33;2;2;45;E;9835;2;0;D;Y;4;3;;1;MU;170;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;17000;11985;M404;;0;0;0;0;M404;1;3;45;28985;42C101;0;0;1;0;1;0;0;39;0;39;1;2;3;;;689;2024;0;0;0;0;0;0;PHILADELPHIA;101;;;N;340;1;0;40;-75.1589;1;1;SYSTEM;0.842874651;-0.781048608;2.349764666;-0.938743419;-1.467841397
646;158467-646;158467;24;11;NS;;;NS;158467;;24;11;11;9;10;AM;1;41;0;0;0;;READING;FR059.;42;51;2;1;5;E;10KC;3;12724;1;Y;SWITCHING LEAD;2;;2;RBMN;8474;4;Y;;;0;;2;0;0;0;1;0;0;0;0;0;87;0;69;0;0;1;0;1;0;0;1754;10550;H504;;0;0;0;0;H504;2;2;5;12304;42C011;0;0;1;0;1;0;8;40;8;40;1;2;1;;;149;2024;0;0;0;0;0;0;BERKS;11;;;Y;10311;1;;40.345503;-75.923143;2;5;POTTSVILLE BR.;-0.61786032;2.448244839;-1.065945781;0.148590181;0.963723365
647;222261-647;222261;24;10;CSX;;;URR;URR0003F;;24;10;20;4;40;AM;13;0;0;0;0;;NORTH VERSAILLES;13;42;29;1;2;5;E;Y390;4;0;7;Y;2 DEXTER;1;;2;PTTX;137213;69;N;PROX;32700;39;N;2;0;0;0;0;0;0;0;0;0;18;0;51;0;0;0;0;0;0;0;7027;0;E39C;;0;0;0;0;E39C;2;1;5;7027;42C003;0;0;1;0;1;0;5;40;5;25;1;2;1;;;578;2024;0;0;0;0;0;0;ALLEGHENY;3;0;0;N;4523;0;3;40.364169;-79.834532;2;5;PITTSBURGH;-0.610342137;0.227961131;-0.662106943;0.0168251;0.723205223
648;183177-648;183177;24;11;ATK;;;ATK;183177;;24;11;13;2;34;AM;9;0;0;0;0;;WOODLYN;11.7;42;40;4;1;0;E;5886;2;0;A;Y;MAIN TRACK 3;3;0;1;TCA;58860;2;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;8670;0;H607;H099;0;3;0;3;H607;1;3;5;13670;42C045;0;0;1;0;1;0;6;34;0;;1;2;6;;;210;2024;0;0;0;0;0;0;DELAWARE;45;;;N;70;2;0;39.860785;-75.338189;1;1;PW LINE;-0.312225051;-1.378784959;1.258614003;4.386002512;1.128611699
649;222294-649;222294;24;12;CSX;;;CSX;222294;;24;12;23;3;12;AM;13;1;1;0;0;;MCKEESPORT;15;42;16;4;2;4;E;B158;3;635;1;Y;DL6;1;0;2;CSXT;835357;12;N;;;0;;2;0;0;0;0;0;0;0;0;0;1;0;22;0;0;1;0;4;0;0;84959;1162;H702;;0;0;0;0;H702;2;1;4;86121;42C003;0;0;1;0;1;0;8;7;8;7;1;2;1;;;789;2024;0;0;0;0;0;0;ALLEGHENY;3;0;0;N;1110;1;0;40.351837;-79.866383;2;5;PITTSBURGH;-0.482418531;-0.254037749;-0.302109636;-0.320880763;2.232198709
650;158574-650;158574;24;11;NS;;;NS;158574;;24;11;22;10;30;AM;13;0;0;0;0;;HARRISBURG;HP112.;42;34;2;6;2;E;NOTR;4;0;8;Y;13 SPUR;1;;2;NS;5095;1;N;;;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52819;500;H702;;0;0;0;0;H702;2;1;2;53319;42C043;0;0;1;0;1;0;6;18;6;18;1;2;1;;;105;2024;0;0;0;0;0;0;DAUPHIN;43;0;0;Y;75;1;;40.259355;-76.873661;2;5;HARRISBURG LINE;-0.569727811;-0.848763543;-0.359157691;-0.205408539;1.595094114
651;158406-651;158406;24;11;NS;;;NS;158406;;24;11;4;8;30;PM;12;0;0;0;0;;CONWAY;PC023.;42;62;4;2;0;E;NOTR;4;0;7;Y;1 PULLOUT;1;;2;ICE;67142;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2435;0;M411;;0;0;0;0;M411;2;1;0;55254;42C007;0;0;0;0;1;0;0;;3;;3;2;1;;;206;2024;0;0;0;0;0;0;BEAVER;7;;;Y;300;1;3;40.672362;-80.251826;2;5;KEYSTONE;-0.714279697;-1.695526869;-0.481059588;0.071823279;-0.058574667
652;158216-652;158216;24;10;NS;;;NS;158216;;24;10;8;10;0;AM;1;20;0;0;0;;READING;FR059.;42;63;2;2;4;E;10KC;3;5781;4;Y;CT18;1;;2;RBMN;8258;29;Y;;;0;;2;0;0;0;0;0;0;0;0;0;42;0;18;0;0;0;0;3;0;0;22520;4500;H504;;0;0;0;0;H504;2;1;4;27020;42C011;0;0;1;0;1;0;8;10;8;10;1;2;1;;;244;2024;0;0;0;0;0;0;BERKS;11;0;0;Y;3669;1;0;40.345503;-75.923143;2;5;KEYSTONE;-0.59206332;1.214192718;-0.79342966;-0.042301788;1.578748066
653;R11182402-653;R11182402;24;11;RBMN;;;RBMN;R11182402;589024T;24;11;18;3;12;PM;7;0;0;0;0;;BARNESVILLE;104.06;42;62;2;1;5;E;PT1-;1;0;A;Y;SINGLE MAIN TRACK;3;5.3;1;PT;1;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;20000;0;M302;;0;0;0;0;M302;1;3;5;20000;42C107;0;0;1;0;0;0;9;12;0;;1;2;3;;;356;2024;0;0;0;0;0;0;SCHUYLKILL;107;0;0;N;40;1;0;40.817035;-76.047401;1;2;READING;-0.516301933;-1.039867033;-0.224120622;-0.180070961;1.013727
654;SEPA112424-654;SEPA112424;24;11;SEPA;;;SEPA;SEPA112424;;24;11;24;12;37;AM;1;0;0;0;0;;LENNI;17.8;42;46;4;2;15;E;3364;1;0;D;Y;2;1;;2;MU;867;5;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;88500;0;H799;;0;0;0;0;H799;2;1;15;88500;42C045;0;0;1;0;3;0;7;36;7;36;1;2;3;;;615;2024;0;0;0;0;0;0;DELAWARE;45;;;N;510;1;0;39.8972;-75.4528;2;5;SYSTEM;-0.097374847;-0.28199504;0.445517784;-0.563862667;1.703013656
655;URR0003F-655;URR0003F;24;12;URR;CSX;222261;URR;URR0003F;;24;12;20;4;40;AM;4;0;0;0;0;;BRADDOCK;0;42;30;4;1;0;;;;0;;;TRACK 2 DEXTER;1;;2;;;0;;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E39C;;0;0;0;0;E39C;2;1;5;7027;42C003;0;0;0;0;0;0;0;;0;;1;2;3;;;584;2024;0;0;0;0;0;0;ALLEGHENY;3;;;;3000;2;;40.38543;-79.846268;2;5;UNION RAILROAD;-0.694129787;-1.958033217;-0.399403582;0.12742939;-0.648145058
656;222261-656;222261;24;12;CSX;;;URR;URR0003F;;24;12;20;4;40;AM;13;0;0;0;0;;NORTH VERSAILLES;13;42;29;1;2;5;E;Y390;4;0;7;Y;2 DEXTER;1;0;2;PTTX;137213;69;N;PROX;32700;39;N;2;0;0;0;0;0;0;0;0;0;18;0;51;0;0;0;0;0;0;0;7027;0;E39C;;0;0;0;0;E39C;2;1;5;7027;42C003;0;0;1;0;1;0;5;40;5;25;2;2;1;;;587;2024;0;0;0;0;0;0;ALLEGHENY;3;0;0;N;4523;0;3;40.364169;-79.834532;2;5;PITTSBURGH;-0.610342137;0.227961131;-0.662106943;0.0168251;0.723205223
657;183177-657;183177;24;11;ATK;;;ATK;183177;;24;11;13;2;34;AM;9;0;0;0;0;;WOODLYN;11.7;42;40;4;1;5;E;1434;2;0;A;Y;MAIN TRACK 3;3;0;1;TCA;14346;1;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5000;0;H607;H099;0;0;0;3;H607;1;3;5;13670;42C045;3;0;1;0;0;0;6;34;0;;3;2;6;;;210;2024;0;3;0;0;0;0;DELAWARE;45;;;N;37;1;0;39.860785;-75.338189;1;1;PW LINE;-0.405217861;-1.345090084;0.470203134;1.776796232;0.652449578
658;155821-658;155821;24;2;NS;;;NS;155821;510881W;24;2;21;9;20;AM;7;0;0;0;0;;SPRINGDALE;LC061.;42;40;2;1;10;E;60NC;3;0;1;Y;SINGLE MAIN TRACK;3;54;1;NS;9739;1;N;;;0;;3;0;0;2;0;1;0;0;0;0;100;0;0;0;0;0;0;0;0;0;2000;18022;M302;;0;0;0;0;M302;1;3;10;20022;42C003;0;0;2;0;2;0;3;20;3;25;1;2;1;;;101;2024;0;0;0;0;0;0;ALLEGHENY;3;;;N;4415;4;0;40.536302;-79.783861;1;1;KEYSTONE;-0.506066913;1.165990914;-0.653104805;0.210072936;-0.748564184
659;155668-659;155668;24;2;NS;;;NS;155668;;24;2;5;3;30;AM;1;0;0;0;0;;WEST FAIRVIEW;EP070.;42;35;4;1;4;E;HO33;3;0;7;Y;RTW01;1;;2;TOFX;887031;23;N;;;0;;3;0;0;0;0;0;0;0;0;0;15;0;5;0;1;1;0;1;0;0;39000;4000;H702;H307;0;0;0;0;H702;2;1;4;43000;42C041;0;0;2;0;0;0;3;45;0;;1;2;1;;;91;2024;0;0;0;0;0;0;CUMBERLAND;41;;;N;849;2;0;40.279833;-76.922472;2;5;KEYSTONE;-0.645374651;-1.012302271;-0.488538386;0.105442954;-0.34607359
660;155837-660;155837;24;2;NS;;;NS;155837;;24;2;22;4;32;PM;3;32;0;0;0;;ALTOONA;PT238.;42;37;3;1;12;R;38GC;3;8387;1;Y;DOUBLE MAIN 3;3;26;1;NS;7538;1;N;;;0;;2;0;0;0;1;0;0;0;0;0;63;0;28;0;0;0;0;0;0;0;15000;0;H605;;0;0;0;2;H605;1;3;12;35000;42C013;0;0;1;0;1;0;8;16;8;16;3;2;1;;;181;2024;0;0;0;0;0;0;BLAIR;13;;;N;5499;2;0;40.491877;-78.431479;1;1;KEYSTONE;-0.225820607;1.753198508;0.099620021;1.077612837;1.360089841
661;155915-661;155915;24;3;NS;;;NS;155915;;24;3;2;7;11;AM;3;4;0;0;0;;MIDDLETOWN;83.7;42;40;1;3;13;R;268H;3;2144;1;Y;DOUBLE MAIN 2;3;40;1;DTTX;787516;5;Y;;;0;;2;0;0;0;0;0;0;0;0;0;27;0;12;0;0;3;0;0;0;0;364050;203482;H220;;0;1;0;1;H220;1;3;31;2659334;42C095;0;0;0;0;0;0;0;;0;;1;2;1;;;224;2024;0;0;0;0;0;0;NORTHAMPTON;95;;;N;7364;2;0;40.632286;-75.305355;1;1;LEHIGH LINE;-0.037624936;-0.715592615;0.959732281;1.3684127;-1.186347174
662;155915-662;155915;24;3;NS;;;NS;155915;;24;3;2;7;11;AM;3;5;0;0;0;;MIDDLETOWN;83.7;42;40;1;3;0;R;24XH;3;3080;1;N;DOUBLE MAIN 2;3;40;1;DTTX;788614;30;Y;;;0;;3;0;0;0;0;0;0;0;0;0;25;0;2;0;0;0;0;0;0;0;210274;0;H220;;0;0;0;1;H220;1;3;31;2659334;42C095;0;0;0;0;0;0;0;;0;;3;2;1;;;224;2024;0;0;0;0;0;0;NORTHAMPTON;95;;;N;4386;2;0;40.632286;-75.305355;1;1;LEHIGH LINE;-0.466248043;-0.726585845;-0.082734483;0.84170139;-1.30728434
663;155915-663;155915;24;3;NS;;;NS;155915;;24;3;2;7;11;AM;3;57;0;0;0;;MIDDLETOWN;83.7;42;40;1;3;31;R;19GH;4;14363;1;Y;DOUBLE MAIN 1;3;40;1;NS;8157;1;N;;;0;;3;0;0;0;0;2;0;0;0;0;76;0;123;0;0;3;0;3;0;0;1881528;0;H220;;0;0;0;1;H220;1;3;31;2659334;42C095;1;0;1;2;1;0;10;11;10;11;3;2;1;;;224;2024;0;1;0;0;0;0;NORTHAMPTON;95;;;N;13162;3;0;40.632286;-75.305355;1;1;LEHIGH LINE;0.398393847;3.296990493;0.886889545;0.001773285;1.356756168
664;155933-664;155933;24;3;NS;;;NS;155933;;24;3;4;9;11;PM;12;0;0;0;0;;WEST FAIRVIEW;EP070.;42;55;4;1;10;E;12RH;3;0;8;Y;5P;1;;2;NS;7694;1;N;;;0;;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25000;0;H302;;0;0;0;0;H302;2;1;10;37039;42C041;0;0;1;0;1;0;11;51;11;50;3;2;1;;;138;2024;0;0;0;0;0;0;CUMBERLAND;41;0;0;N;3316;2;0;40.279833;-76.922472;2;5;KEYSTONE;-0.195836551;0.254729438;0.15821029;-0.659715911;3.30432024
665;155933-665;155933;24;3;NS;;;NS;155933;;24;3;4;9;11;PM;12;0;0;0;0;;WEST FAIRVIEW;EP070.;42;55;4;1;10;E;36AH;3;4324;1;Y;1 INDUSTRIAL;1;;2;NS;4090;2;N;;;0;;2;0;0;0;0;0;0;0;0;0;75;0;35;0;0;0;0;0;0;0;12039;0;H302;;0;0;0;0;H302;2;1;10;37039;42C041;0;0;1;1;1;0;4;;3;;1;2;1;;;138;2024;0;0;0;0;0;0;CUMBERLAND;41;;;N;5843;3;0;40.279833;-76.922472;2;5;KEYSTONE;-0.474383676;0.948440973;-0.529829028;0.118459427;-0.420395753
666;216337-666;216337;24;2;CSX;;;CSX;216337;;24;2;23;5;50;AM;1;0;0;0;0;;PHILADELPHIA;5;42;39;1;2;4;E;Y331;4;0;7;Y;2;1;0;2;TTZX;85536;131;N;;;0;;4;0;0;0;0;0;0;0;0;0;118;0;105;0;0;0;0;5;0;0;30385;434;H503;;0;0;0;0;H503;2;1;4;30819;42C101;0;0;1;0;1;0;6;50;6;50;1;2;1;;;201;2024;0;0;0;0;0;0;PHILADELPHIA;101;0;0;N;60;2;0;39.898701;-75.16696;2;5;PHILADELPHIA;-0.882695289;3.406223926;-1.834132291;0.590386821;-0.183500014
667;156437-667;156437;24;4;NS;;;NS;156437;;24;4;21;9;48;AM;12;0;0;0;0;;CONWAY;PC023.;42;47;2;2;0;E;NOTR;4;0;5;N;WC45;1;;2;UTLX;670453;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;14400;0;S016;S013;0;0;0;0;S016;2;1;7;23100;42C007;0;0;0;0;0;0;0;;0;;3;2;1;;;217;2024;0;0;0;0;0;0;BEAVER;7;;;N;0;0;0;40.672362;-80.251826;2;5;KEYSTONE;-0.675680351;-1.913587205;-0.374706344;0.124252019;-0.682369233
668;156437-668;156437;24;4;NS;;;NS;156437;;24;4;21;9;48;AM;12;1;0;0;0;;CONWAY;PC023.;42;47;2;2;7;R;NOTR;4;0;5;Y;WC45;1;;2;OCPX;80049;1;Y;;;0;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8700;0;S016;S013;0;0;0;0;S016;2;1;7;23100;42C007;0;0;1;0;0;0;2;48;0;;1;2;1;;;217;2024;0;0;0;0;0;0;BEAVER;7;;;N;0;1;0;40.672362;-80.251826;2;5;KEYSTONE;-0.490555711;-1.590719479;-0.071219059;-0.059039141;-0.364709356
669;BPR767724A-669;BPR767724A;24;4;BPRR;;;BPRR;BPR767724A;;24;4;12;4;20;AM;13;24;0;0;0;;BUTLER;286;42;54;4;3;0;E;;1;0;6;N;14;1;;2;GATX;204496;36;N;;;0;;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;66712;0;M103;;0;0;0;0;M103;2;1;0;66712;42C019;0;0;0;0;0;0;0;;0;;1;2;2;;;403;2024;0;0;0;0;0;0;BUTLER;19;;;N;;0;0;40.87845;-79.87751;2;5;B&P MAINLINE;-0.800383084;-1.583326043;-0.677900061;0.238136724;-0.730140989
670;L01172402-670;L01172402;24;1;RBMN;;;RBMN;L01172402;;24;1;17;6;10;PM;1;0;0;0;0;;PITTSTON;176.1;42;11;3;1;10;E;NRFF;1;4505;1;Y;SINGLE MAIN TRACK;3;2.3;1;CRYX;8019;11;Y;;;0;;4;0;0;0;0;0;0;0;0;0;30;0;5;0;0;5;0;0;0;0;18990;27562;T314;;0;0;0;0;T314;1;3;10;46552;42C079;0;0;1;0;1;0;4;20;4;20;1;2;3;;;214;2024;0;0;0;0;0;0;LUZERNE;79;0;0;N;1969;2;0;41.344905;-75.787896;2;3;LEHIGH;-0.402132821;0.099576422;-0.215475672;-0.090383668;0.20491091
671;240101-671;240101;24;1;DL;;;DL;240101;;24;1;12;9;45;AM;1;1;1;0;0;;SCRANTON;131.4;42;40;2;1;5;E;PO-7;4;2280;1;Y;E. RCVR;1;;3;NS;296751;9;Y;;;0;Y;4;0;0;0;0;0;0;0;0;0;19;0;0;0;0;8;0;0;0;0;2916;110818;T110;;0;0;0;0;T110;3;1;5;113734;42C069;0;0;1;0;1;0;2;15;2;15;1;2;3;;;138;2024;0;0;0;0;0;0;LACKAWANNA;69;;;N;1610;1;0;41.402927;-75.635515;2;5;POCONO MAIN;-0.586854579;-0.80759168;-0.404701811;0.057886946;-0.253288774
